iteration,mean_reward,total_reward,vessel_mean_reward,port_mean_reward,coordinator_mean_reward,lr,entropy_coeff,rollout_time,update_time,iter_time,vessel_policy_loss,vessel_value_loss,vessel_entropy,vessel_clip_frac,vessel_grad_norm,vessel_approx_kl,vessel_kl_early_stopped,vessel_explained_variance,port_policy_loss,port_value_loss,port_entropy,port_clip_frac,port_grad_norm,port_approx_kl,port_kl_early_stopped,port_explained_variance,coordinator_policy_loss,coordinator_value_loss,coordinator_entropy,coordinator_clip_frac,coordinator_grad_norm,coordinator_approx_kl,coordinator_kl_early_stopped,coordinator_explained_variance,eval,total_train_time
0,-34.62112294287202,-2215.7518683438093,-2.3572886350048283,-1.45,-32.26383430786719,0.00029624999999999996,0.01,3.3107721760002278,0.4867497929999445,3.7975251769998977,-0.006939724640687928,91.89598280191422,1.8376299999654293,0.0087890625,55.12006485462189,0.0016561458760406822,False,0.020671188831329346,-0.005451070237904787,1.5236283779144286,1.4643077462911607,0.0,4.776355916261673,0.00036183963529765604,False,0.05841410160064697,-0.010716859251260757,114.03775215148926,2.9956226348876953,0.0,25.91832049190998,0.0001531541347503662,False,-0.08564925193786621,,
1,-54.02609206950365,-3457.6698924482334,-3.1535099841971235,-1.465625,-50.87258208530653,0.00029249999999999995,0.01,2.7431027580000773,0.634764401999746,3.3778700940001727,-0.007807603804394603,61.425031304359436,1.8389965444803238,0.01953125,31.50217403098941,0.0021219693298917264,False,0.0029285550117492676,-0.000587786128744483,4.215112192928791,1.4323164254426957,0.0,11.645689541101456,2.3859459906816484e-05,False,0.024777472019195557,-0.0010087927803397179,100.70745849609375,2.9955878257751465,0.0,51.774210408329964,1.0957708582282066e-05,False,0.041153907775878906,,
2,-50.76489766683131,-3248.953450677204,-2.9183552516918927,-1.446875,-47.84654241513943,0.00028875,0.01,2.3366649980002876,0.49702788500007955,2.833695266000177,-0.009108152778935619,46.25371253490448,1.8379172179847956,0.029296875,23.17857426032424,0.003026579273864627,False,0.018401384353637695,-0.006940254895016551,3.152633382380009,1.4149982154369354,0.00078125,8.59805803000927,0.0002715813461691141,False,0.10593491792678833,9.605707600712776e-05,77.97582817077637,2.9953397810459137,0.0,57.727903008461,1.1063413694500923e-05,False,0.07516175508499146,,
3,-33.47016332485203,-2142.09045279053,-2.1220611046905504,-1.43125,-31.34810222016148,0.000285,0.01,2.52960042299992,0.5391240609997112,3.0687272340001073,-0.005136678286362439,66.64605396986008,1.8337727468460798,0.0166015625,24.980422511696815,0.0017423845420125872,False,0.028125524520874023,-0.004728218540549278,2.7538839384913443,1.4294185161590576,0.0,15.789549517631531,0.00015932172536849975,False,0.16037607192993164,-0.0004698950797319412,62.807819843292236,2.995250403881073,0.0,35.76385396718979,2.150190994143486e-06,False,0.09650230407714844,,
4,-30.888894147446905,-1976.889225436602,-1.8928024825823344,-1.43125,-28.996091664864576,0.00028125,0.01,2.5057564779999666,0.5934095659999912,3.0991690690002542,-0.015809900010935962,63.009573578834534,1.838658457621932,0.0517578125,24.88804974220693,0.004106539883650839,False,0.09242725372314453,-0.006821070797741413,3.429319527745247,1.4158191800117492,0.0015625,15.739029504731297,0.00032218093983829024,False,0.1524951457977295,-0.00013649649918079376,69.36765956878662,2.9951923489570618,0.0,57.886780977249146,6.747432053089142e-07,False,0.10325616598129272,,
5,-65.15477554528216,-4169.905634898058,-3.5262164912563287,-1.415625,-61.62855905402584,0.00027749999999999997,0.01,2.6153931570001987,0.6280728249998901,3.243468914999994,-0.011663372803013772,52.33013579249382,1.8331299535930157,0.0595703125,13.30749074369669,0.004804646567208692,False,0.07632684707641602,-0.005461174389347434,2.3540255188941956,1.3979400187730788,0.00078125,8.50686087012291,0.00020677237771451473,False,0.30732572078704834,-0.00013116002082824707,89.60948657989502,2.994815766811371,0.0,85.55490885674953,3.8207508623600006e-07,False,0.13495641946792603,,
6,-35.84727759663166,-2294.2257661844264,-2.369885799897722,-1.440625,-33.47739179673395,0.00027374999999999996,0.01,2.2890525520001574,0.791006341999946,3.080061827999998,-0.0008897712687030435,53.679866552352905,1.8229931257665157,0.0,36.0164829492569,0.0003808801993727684,False,0.08300590515136719,-0.0035670709796249865,4.177339954674244,1.4513881295919417,0.0,15.436016424372792,0.00017372849397361277,False,0.14537572860717773,-0.0003774687647819519,13.21617579460144,2.995246648788452,0.0,38.500145100057125,3.791181370615959e-06,False,0.25068777799606323,,
7,-42.81809894513408,-2740.3583324885813,-2.7406746627215215,-1.425,-40.07742428241254,0.00027,0.01,3.4581263899999612,0.6689256739996381,4.127059672000087,-0.0029521959368139505,43.47740516066551,1.8233177848160267,0.0,26.6136062592268,0.00017636260599829257,False,0.0978432297706604,-0.0017762614414095878,3.2502390325069426,1.450797614455223,0.0,14.027198947966099,9.867148473858833e-05,False,0.2780260443687439,-0.0011127833276987076,21.70711326599121,2.9951271414756775,0.0,27.1490638256073,6.203539669513702e-06,False,0.3045162558555603,,
8,-30.87006896528792,-1975.684413778427,-1.8958733137807449,-1.409375,-28.974195651507177,0.00026624999999999994,0.01,3.2017102700001487,0.5641907060003177,3.765903635000086,-0.002604061271995306,62.15013360977173,1.825459348037839,0.00146484375,114.70611280575395,0.0002343093801755458,False,0.1931668519973755,-0.003926521446555853,5.2873012781143185,1.4117073982954025,0.0,26.739401987195016,0.00013840459287166594,False,0.16186928749084473,-0.0003987690433859825,68.2993597984314,2.9951618015766144,0.0,27.487388730049133,1.7832498997449875e-06,False,0.20241379737854004,,
9,-45.39615648909244,-2905.354015301916,-2.6412720611574008,-1.425,-42.75488442793504,0.0002625,0.01,2.665970684000058,0.7014131349997115,3.367386384999918,-0.005578473792411387,37.951885402202606,1.824061743915081,0.0,30.69153381884098,0.0003549219691194594,False,0.26096969842910767,-0.0015344935469329356,3.664484405517578,1.4158165276050567,0.0,20.150656604021787,0.00018474622629582882,False,0.33134329319000244,-0.00012535951100289822,49.34217548370361,2.9950085282325745,0.0,29.078029453754425,2.0419247448444366e-07,False,0.3098708987236023,"{'mean_vessel_reward': -3.5524006740666634, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -62.342695908560245, 'total_reward': -4644.261664201256, 'avg_speed': 8.0, 'avg_fuel_remaining': 25.431856638451, 'total_fuel_used': 596.545146892392, 'total_emissions_co2': 1857.641587422909, 'avg_delay_hours': 8.0, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 357927.0881354352, 'delay_cost_usd': 320000.0, 'carbon_cost_usd': 167187.74286806182, 'total_ops_cost_usd': 845114.8310034971, 'price_per_vessel_usd': 105639.35387543714, 'cost_reliability': 0.8943606461245629}",
10,-51.49084454856471,-3295.4140511081414,-2.9954035089034017,-1.428125,-48.4954410396613,0.00025875,0.01,2.6457799899999372,0.6707875920001243,3.3165703319996283,-0.0037419277359731495,39.255630671978,1.8237812481820583,0.00146484375,25.566472932696342,0.0005464517744258046,False,0.32910090684890747,-0.0016101283486932515,3.785373732447624,1.411324754357338,0.0,22.43307468518615,9.146281518042087e-05,False,0.3581252098083496,-0.00013701338320970535,71.63797378540039,2.994899958372116,0.0,49.493921518325806,2.307351678609848e-07,False,0.2792452573776245,,
11,-60.94874880796125,-3900.71992370952,-3.3230266507570705,-1.4125,-57.6257221572042,0.00025499999999999996,0.01,3.379005065000001,0.5698323810001966,3.9488402890001453,-0.004787186626344919,47.53796464204788,1.8305127788335085,0.0009765625,33.59199031442404,0.0007613717461936176,False,0.1111261248588562,-0.003897080477327108,2.342835644632578,1.400528222322464,0.0015625,14.722822937369347,0.00023549459874629974,False,0.46899670362472534,-0.00034088827669620514,58.806222915649414,2.994895488023758,0.0,32.278412252664566,2.2095628082752228e-07,False,0.2449718713760376,,
12,-52.54624467291182,-3362.9596590663564,-3.0057014534605524,-1.440625,-49.54054321945127,0.00025125,0.01,3.3256793509999625,0.8591790049999872,4.184861105999971,-0.0015960254240781069,40.18406146764755,1.8328992947936058,0.0,43.98303972184658,0.00019965472165495157,False,0.24267923831939697,-0.0023462586104869843,3.777310606837273,1.4109032660722733,0.0,23.691580751538275,4.954813048243523e-05,False,0.3293522000312805,-1.045851968228817e-05,43.001473903656006,2.994930177927017,0.0,45.953751266002655,4.020519554615021e-06,False,0.31415659189224243,,
13,-44.170545718733116,-2826.9149259989194,-2.728497583274496,-1.425,-41.44204813545862,0.00024749999999999994,0.01,3.578379975000189,0.8344429230000969,4.41282555700036,-0.001778432575520128,46.593484818935394,1.8328306674957275,0.0,75.46917453408241,8.373928721994162e-05,False,0.1498042345046997,-0.003364329459145665,3.2690896868705748,1.434632584452629,0.0,21.7306125536561,0.00020684674382209778,False,0.4044656753540039,-0.000409676693379879,17.675845623016357,2.9950799345970154,0.0,31.89686381816864,1.1913944035768509e-06,False,0.3541516065597534,,
14,-43.43649497229506,-2779.9356782268837,-2.565313313250664,-1.415625,-40.87118165904438,0.00024375,0.01,2.6998134010000285,0.6634634900001402,3.3632797320001373,-0.0030536699923686683,40.36343985795975,1.833837367594242,0.0029296875,42.528700832277536,0.0005928926402702928,False,0.33785510063171387,-0.0011310627218335868,4.9487445771694185,1.419730794429779,0.0,37.19751517772674,2.3469794541597366e-05,False,0.34938347339630127,-0.00015508383512496948,50.79438877105713,2.994909644126892,0.0,42.882073640823364,8.272472769021988e-07,False,0.33310002088546753,,
15,-38.28216799361773,-2450.058751591535,-2.303924647656895,-1.425,-35.97824334596083,0.00023999999999999998,0.01,2.8128474779996395,0.7736526660000891,3.58650261899993,-0.005271967354929075,43.30780449509621,1.8390629924833775,0.00439453125,43.280136063694954,0.0009834524826146662,False,0.3605858087539673,-0.0013909507542848587,3.9424919545650483,1.412613746523857,0.0,25.557326588779688,5.950522609055042e-05,False,0.4925798177719116,-0.0003542853519320488,44.121089458465576,2.994983524084091,0.0,32.63201892375946,3.6973506212234497e-07,False,0.3734797239303589,,
16,-33.93493138028163,-2171.8356083380245,-2.2463189322250194,-1.4125,-31.688612448056624,0.00023624999999999997,0.01,2.8302056470001844,0.6921458930000881,3.522354105999966,-0.0018808947934303433,51.75508499145508,1.8392221555113792,0.0,72.14824411273003,0.0001113313774112612,False,0.23690050840377808,-0.0006055859848856926,3.6443576991558073,1.4354768842458725,0.0,29.45818840265274,3.8850773125886914e-05,False,0.4619673490524292,-0.00036533549427986145,19.80555033683777,2.9950448870658875,0.0,57.54072618484497,3.2549723982810974e-07,False,0.4599371552467346,,
17,-41.35365828388234,-2646.6341301684697,-2.6723902708081555,-1.45,-38.68126801307419,0.00023249999999999999,0.01,2.934382615999766,0.590200182999979,3.5245862820002003,-0.003723801259184256,51.820492804050446,1.839039595797658,0.00048828125,59.3974412381649,0.00026149448240175843,False,0.10625332593917847,-0.0014571156818419695,3.7828580915927885,1.4516973048448563,0.0,29.22918621301651,1.599034294486046e-05,False,0.3828440308570862,-0.0007120012305676937,4.717534363269806,2.994923770427704,0.0,25.506330519914627,1.6239937394857407e-06,False,0.6630692481994629,,
18,-37.763086569962795,-2416.837540477619,-2.415349774948487,-1.409375,-35.34773679501431,0.00022874999999999998,0.01,4.040309257999979,0.8767063979998966,4.917018588000246,-0.0015324943233281374,48.65601545572281,1.8398658633232117,0.0,52.86803503334522,0.00011529133189469576,False,0.23872113227844238,-0.0007119068875908851,3.6238189220428465,1.4435501039028167,0.0,30.02983946427703,1.127622090280056e-05,False,0.43809372186660767,-0.00027656136080622673,15.124058902263641,2.994952231645584,0.0,30.88265323638916,9.466893970966339e-07,False,0.5423245429992676,,
19,-50.33334857696844,-3221.33430892598,-2.9610565777202495,-1.428125,-47.37229199924819,0.000225,0.01,2.864987435999865,0.6684761220003566,3.5334666749999997,-0.007423475792165846,40.28588780760765,1.8398709930479527,0.02099609375,33.94877078011632,0.0019371526141185313,False,0.419425904750824,-0.0013970250263810157,3.800641879439354,1.4201280415058135,0.0,36.02513716965914,3.7841033190488815e-05,False,0.43665432929992676,-0.00040062470361590385,57.12857151031494,2.9947701394557953,0.0,46.77729630470276,5.813781172037125e-07,False,0.45383578538894653,"{'mean_vessel_reward': -3.466950668977526, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -60.770413771461804, 'total_reward': -4529.878146390314, 'avg_speed': 8.0, 'avg_fuel_remaining': 27.31837160227179, 'total_fuel_used': 581.4530271818256, 'total_emissions_co2': 1810.6447266442055, 'avg_delay_hours': 8.0, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 348871.81630909536, 'delay_cost_usd': 320000.0, 'carbon_cost_usd': 162958.0253979785, 'total_ops_cost_usd': 831829.8417070739, 'price_per_vessel_usd': 103978.73021338423, 'cost_reliability': 0.8960212697866158}",
20,-53.16004659870224,-3402.242982316943,-3.0005306538696557,-1.41875,-50.159515944832606,0.00022124999999999998,0.01,2.996873360999871,0.7405562379999537,3.737432439999793,-0.006664261483820155,39.92204087972641,1.8425596877932549,0.0107421875,36.698090977966785,0.0015769189049024135,False,0.4919877052307129,-0.0032285666558891533,3.406735230982304,1.4021685540676116,0.0,39.252157884836194,8.091330528259277e-05,False,0.40481698513031006,-0.00011174846440553665,64.44335794448853,2.99461966753006,0.0,47.86152267456055,1.962762326002121e-07,False,0.4475189447402954,,
21,-34.23316687162916,-2190.922679784266,-2.2335905696149494,-1.421875,-31.999576302014198,0.00021749999999999997,0.01,3.059947404000013,0.6795852069999455,3.7395349939997686,-0.0036944947787560523,53.52404099702835,1.843125108629465,0.0,87.16710489988327,0.00034504811628721654,False,0.25245267152786255,-0.0013413839042186737,2.9567233264446258,1.4399942994117736,0.0,24.805984184145927,7.040183991193771e-05,False,0.5069159865379333,-0.00032023247331380844,15.751453518867493,2.9949780106544495,0.0,73.44156229496002,2.521555870771408e-07,False,0.5525639057159424,,
22,-42.963717013888626,-2749.677888888872,-2.7370299655119226,-1.415625,-40.22668704837671,0.00021375,0.01,2.8317332440001337,0.7329174299998158,3.5646534240004257,-0.0019665584550239146,46.62192839384079,1.842803593724966,0.0,49.8953969925642,0.00010157455108128488,False,0.1961774230003357,-0.0008868689183145761,2.971013493835926,1.4430014312267303,0.0,49.62671827673912,2.5744596496224403e-05,False,0.5187299251556396,-0.0003586122766137123,13.212185025215149,2.994884967803955,0.0,33.263575077056885,5.802139639854431e-07,False,0.633686900138855,,
23,-41.31863867056064,-2644.392874915881,-2.5656737595654917,-1.415625,-38.75296491099515,0.00020999999999999998,0.01,3.4661656149996816,0.8601921470003617,4.326361060999716,-0.0023416655603796244,37.81646493077278,1.8415407203137875,0.0,78.98128800839186,0.00016753407544456422,False,0.4419562816619873,-0.0024447785690426826,3.2937103003263473,1.4334723740816115,0.0,41.92922395467758,5.793371237814426e-05,False,0.5788472890853882,-0.00023999996483325958,35.596479415893555,2.994903087615967,0.0,40.46856665611267,1.448206603527069e-07,False,0.4759919047355652,,
24,-51.65373599691197,-3305.839103802366,-2.9957965595720277,-1.41875,-48.657939437339934,0.00020624999999999997,0.01,3.491515430000163,0.7462009379996744,4.237719485000071,-0.0019441276672296226,41.478896111249924,1.8419491238892078,0.0,54.58749866485596,0.00011917919619008899,False,0.2445647120475769,-0.0016951575875282288,2.208054058253765,1.4139692068099976,0.0,26.95811006128788,2.573891542851925e-05,False,0.5648683309555054,-0.0004110676236450672,35.71151542663574,2.9947401881217957,0.0,28.798311710357666,3.0174851417541504e-07,False,0.4561871290206909,,
25,-50.85385560110353,-3254.646758470626,-3.0144028063814874,-1.4125,-47.83945279472205,0.0002025,0.01,3.089327329000298,0.5524973139999929,3.6418280339999,-0.0014172269438859075,39.28603422641754,1.8447563219815493,0.00390625,67.7338134907186,0.0006292950129136443,False,0.5488687753677368,-0.0009069725172594189,2.9536870062351226,1.4205098867416381,0.0,44.35878685191274,2.023349516093731e-05,False,0.5712429285049438,-0.00014737341552972794,61.751394271850586,2.9946864247322083,0.0,71.72626686096191,3.450550138950348e-07,False,0.47010695934295654,,
26,-27.48616159116976,-1759.1143418348647,-2.0271287664563937,-1.4125,-25.459032824713358,0.00019874999999999998,0.01,3.1002556379999078,0.7417253109997546,3.841983700000128,-0.0012703378160949796,50.26099073886871,1.8490812797099352,0.0,128.18486163020134,0.00032164008007384837,False,0.3287152647972107,-0.0009833428543061019,3.0708103656768797,1.4579233795404434,0.0,36.7111155629158,3.1136628240346906e-05,False,0.5510321855545044,-0.0002649356611073017,28.238466024398804,2.9950506389141083,0.0,100.54127836227417,1.6926787793636322e-07,False,0.5248399972915649,,
27,-32.92532365716303,-2107.2207140584337,-2.2282826711719537,-1.4125,-30.697040985991077,0.000195,0.01,2.914903102000153,0.6601645440000539,3.575071679999837,-0.0014380109787452966,36.342148184776306,1.849842069670558,0.0,120.42698839306831,8.4683793829754e-05,False,0.518653392791748,-0.0007517832331359386,3.78206552863121,1.43860282599926,0.0,47.34368925094604,4.32589091360569e-05,False,0.5854689478874207,-0.00017633475363254547,46.99928283691406,2.994955003261566,0.0,70.05607509613037,1.5762634575366974e-07,False,0.45567017793655396,,
28,-35.168436051273034,-2250.779907281474,-2.35707056192344,-1.425,-32.811365489349605,0.00019124999999999996,0.01,2.8592143969999597,0.7013301719998708,3.5605473199998414,-0.0016120600630529225,39.04516878724098,1.850008012726903,0.0,112.42211213707924,6.334387580864131e-05,False,0.44977402687072754,-0.0011108757928013802,4.1681022346019745,1.4438791960477828,0.0,49.89894304275513,2.1007237955927847e-05,False,0.4100719690322876,-0.0005176388658583164,19.37897038459778,2.9949235022068024,0.0,28.948279976844788,3.6531127989292145e-07,False,0.6028010845184326,,
29,-24.190775368507648,-1548.2096235844895,-1.785555081067034,-1.409375,-22.40522028744061,0.00018749999999999998,0.01,3.874004100000093,0.8386163119998855,4.712623071000053,-0.0007878833566792309,60.154507756233215,1.8503623809665442,0.0,226.0012027323246,2.1696265321224928e-05,False,0.33880698680877686,-0.0027318416628986596,3.22035827934742,1.4422221809625626,0.0,45.46490422487259,0.0001585709862411022,False,0.6105459928512573,-0.0005169210489839315,31.88873553276062,2.9950687289237976,0.0,57.17177402973175,5.753245204687119e-07,False,0.5933635234832764,"{'mean_vessel_reward': -3.6558768896977107, 'mean_port_reward': -1.418840579710145, 'mean_coordinator_reward': -64.45767132173494, 'total_reward': -4797.734826588852, 'avg_speed': 8.0, 'avg_fuel_remaining': 22.906645343699267, 'total_fuel_used': 616.7468372504059, 'total_emissions_co2': 1920.5496511977642, 'avg_delay_hours': 7.5, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 25.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 2.0833333333333335, 'fuel_cost_usd': 370048.1023502435, 'delay_cost_usd': 300000.0, 'carbon_cost_usd': 172849.46860779877, 'total_ops_cost_usd': 842897.5709580423, 'price_per_vessel_usd': 105362.19636975529, 'cost_reliability': 0.8946378036302447}",
30,-22.80734914230042,-1459.670345107227,-1.7984323364067318,-1.409375,-21.0089168058937,0.00018375,0.01,3.318877493999935,0.8509854999997515,4.169866568000089,-0.0017563258879818022,49.493814289569855,1.8504679761826992,0.0,156.7389942407608,5.279559991322458e-05,False,0.4273034334182739,-0.001193919125944376,3.772974020242691,1.4505134135484696,0.0,59.900010597705844,3.9863213896751407e-05,False,0.5912935137748718,-0.0005382569506764412,35.74275302886963,2.9950465261936188,0.0,24.36564004421234,1.1730007827281952e-06,False,0.5743052363395691,,
31,-32.21775913744912,-2061.936584796744,-2.133191636763138,-1.4125,-30.08456750068599,0.00017999999999999998,0.01,2.57455790899985,0.6898737480000818,3.2644345909998265,-0.001161956664873287,40.63003760576248,1.850810730829835,0.0,137.05162196606398,9.850692003965378e-05,False,0.5308692455291748,-0.0012719898950308561,2.942619913816452,1.4312444567680358,0.0,50.51421312391758,5.438411608338356e-05,False,0.6350389719009399,7.058028131723404e-06,44.94105625152588,2.9949545860290527,0.0,130.15833139419556,2.3189932107925415e-07,False,0.5148866176605225,,
32,-46.69274305373301,-2988.3355554389127,-2.805145195831761,-1.4125,-43.887597857901234,0.00017625,0.01,2.5615496129998974,0.5866775619997497,3.148229923999679,-0.002456713584251702,44.68394246697426,1.851538622751832,0.0,118.8936256468296,0.00010616221698001027,False,0.488067626953125,-0.0013355016009882093,2.6639225512742994,1.411303496360779,0.0,40.68843846023083,2.6071257889270782e-05,False,0.6358140707015991,-0.0004554404877126217,44.386147022247314,2.9948193728923798,0.0,51.55261993408203,3.41096892952919e-07,False,0.6169278621673584,,
33,-36.367175420072726,-2327.4992268846545,-2.373264763611016,-1.43125,-33.993910656461715,0.00017249999999999996,0.01,2.548021878000327,0.5417941460000293,3.0898186819999864,-0.001116412051487714,37.41504943370819,1.851237714290619,0.0,115.17830783128738,4.574545891955495e-05,False,0.40295320749282837,-0.0010304462164640426,2.7793425798416136,1.431381383538246,0.0,40.4697156727314,2.9456010088324548e-05,False,0.5224582552909851,-0.00027958431746810675,22.169113636016846,2.9949668049812317,0.0,35.81444048881531,1.6111880540847778e-07,False,0.6031007766723633,,
34,-53.225675400526576,-3406.443225633701,-3.1299702041912654,-1.409375,-50.09570519633532,0.00016874999999999998,0.01,3.2325613220000378,0.9168069980000837,4.149371254000016,-0.0077151740551926196,45.25519344210625,1.8501821383833885,0.04833984375,37.55546966381371,0.00379946333123371,False,0.5892224311828613,-0.0011256564408540725,2.81067027002573,1.4125535190105438,0.0,53.26423012316227,1.4990102499723434e-05,False,0.530646800994873,-5.6432094424963e-05,69.44848394393921,2.9946183562278748,0.0,89.47892951965332,1.280568540096283e-07,False,0.5807339549064636,,
35,-37.92514184666157,-2427.2090781863403,-2.4883834990282523,-1.4375,-35.43675834763332,0.000165,0.01,3.680239514999812,0.705257151999831,4.385499967999749,-5.9310958022251725e-05,40.66542065143585,1.8456379417330027,0.0,125.0116258263588,0.00039868857129476964,False,0.34694749116897583,-0.0013432255247607828,2.9871431589126587,1.4285523116588592,0.0,37.82046291828156,1.9418075680732727e-05,False,0.528353214263916,-0.000607689842581749,10.234861016273499,2.9949541091918945,0.0,29.003737688064575,4.631001502275467e-07,False,0.7435266375541687,,
36,-46.032206746236895,-2946.0612317591613,-2.859140041003849,-1.409375,-43.17306670523303,0.00016125,0.01,3.225545231999604,0.5156182870000521,3.7411664530000053,-0.000901464227354154,57.52311247587204,1.8452762737870216,0.0,79.91721499711275,4.461425123736262e-05,False,0.07737201452255249,0.00020571574568748475,2.2418488189578056,1.4235506296157836,0.0,43.97468147277832,2.690795809030533e-05,False,0.6165446043014526,-0.0007158960215747356,12.840268850326538,2.994749814271927,0.0,31.14564049243927,9.604264050722122e-07,False,0.8055038452148438,,
37,-53.403857542811956,-3417.846882739965,-2.9251857068438847,-1.4125,-50.47867183596808,0.00015749999999999998,0.01,2.937872969000182,0.7107362040001135,3.648612014000264,-0.0016707880713511258,37.92256751656532,1.8456549756228924,0.0,87.84789311885834,0.00012087257346138358,False,0.6582891345024109,-0.0013459238689392805,2.813515728712082,1.3794832438230515,0.00078125,61.22174659669399,6.478996947407722e-05,False,0.606083333492279,-0.00028275977820158005,70.8912444114685,2.9945268034934998,0.0,82.00109910964966,6.763730198144913e-07,False,0.5796282887458801,,
38,-47.64983874933301,-3049.5896799573125,-2.9403493498448063,-1.43125,-44.709489399488206,0.00015374999999999997,0.01,2.982766375999745,0.8872666509996634,3.8700359609997577,-0.003358417277922854,58.10098373889923,1.8469562362879515,0.00048828125,63.950901955366135,0.0002873632765840739,False,0.04043465852737427,-0.0007933595450595021,2.702610106021166,1.4274135142564774,0.0,40.69959621429443,1.806207001209259e-05,False,0.5522322058677673,-0.000498015433549881,13.355494499206543,2.9947726726531982,0.0,30.55316913127899,4.931353032588959e-07,False,0.7356059551239014,,
